01/01/2026 - 01/31/2026
Franchisee - Sam Merrill
,
"Invoice Date","Description","Quantity","Rate","Amount"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Falcon Food Truck: 01/29/2026 09:35pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Falcon Food Truck: 01/29/2026 09:36pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/02/2026 01:57pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/03/2026 06:58pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/09/2026 03:23pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/09/2026 03:39pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/13/2026 10:12pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/15/2026 11:58pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/20/2026 06:27pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/23/2026 12:48am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/29/2026 09:37pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Lunas Food Truck: 01/29/2026 09:38pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Taco Food Truck: 01/03/2026 07:00pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Taco Food Truck: 01/09/2026 03:34pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Taco Food Truck: 01/16/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Taco Food Truck: 01/23/2026 12:51am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Taco Food Truck: 01/29/2026 10:40pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"SpaceX-Taco Food Truck: 01/29/2026 10:41pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Squid Lips - Cocoa Beach: 01/02/2026 07:03am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $55.00","$55.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/04/2026 04:10am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f2","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/05/2026 01:33am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f1","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/07/2026 08:30am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/09/2026 11:41am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $55.00","$55.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/11/2026 01:45am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/12/2026 10:12am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f2","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/14/2026 05:57am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f2","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/16/2026 12:26pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f4","1","Charge: $55.00","$55.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/18/2026 06:32am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/19/2026 10:55am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/21/2026 03:56pm | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/23/2026 10:27am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $55.00","$55.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/25/2026 02:49pm | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/26/2026 02:37am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f4","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/28/2026 04:45am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $55.00","$55.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Cocoa Beach: 01/30/2026 07:02am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3","1","Charge: $55.00","$55.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$55.00"
"Squid Lips - Melbourne: 01/01/2026 01:35am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f3, 50 Pound Filter f4","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/02/2026 07:04am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f5, 50 Pound Dump f3","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/03/2026 12:12pm | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f5","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/04/2026 04:10am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/05/2026 01:23pm | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f5, 50 Pound Dump f4","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/07/2026 08:30am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f5, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/08/2026 11:34am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/09/2026 03:28pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f3","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/10/2026 05:12am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/11/2026 01:47am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/12/2026 11:43am | Performed"
"FF","50 Pound Dump f4, 50 Pound Dump f3, 50 Pound Dump f2, 50 Pound Dump f1, 50 Pound Dump f5","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/13/2026 02:48am | Performed"
"FF","50 Pound Filter f3, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f4","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/14/2026 05:58am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/16/2026 12:02am | Performed"
"FF","50 Pound Dump f5, 50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/17/2026 05:31am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f5","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/18/2026 06:33am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/19/2026 09:41pm | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Dump f5, 50 Pound Dump f2","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/20/2026 01:29am | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f4, 50 Pound Filter f1, 50 Pound Filter f3, 50 Pound Filter f5","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/21/2026 03:56pm | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f2, 50 Pound Filter f1","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/22/2026 09:10am | Performed"
"FF","50 Pound Filter f2, 50 Pound Dump f3, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Dump f5","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/23/2026 12:52am | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f5, 50 Pound Dump f1, 50 Pound Dump f4, 50 Pound Dump f3","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/24/2026 12:44pm | Performed"
"FF","50 Pound Filter f2, 50 Pound Filter f1, 50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/26/2026 03:11pm | Performed"
"FF","50 Pound Dump f3, 50 Pound Dump f1, 50 Pound Dump f2, 50 Pound Dump f4, 50 Pound Dump f5","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/27/2026 03:16pm | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/28/2026 04:45am | Performed"
"FF","50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3, 50 Pound Filter f4, 50 Pound Filter f5","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/29/2026 10:51am | Performed"
"FF","50 Pound Filter f5, 50 Pound Filter f4, 50 Pound Filter f3, 50 Pound Filter f1, 50 Pound Filter f2","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/29/2026 10:44pm | Performed"
"FF","50 Pound Dump f2, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f5, 50 Pound Dump f1","1","Charge: $80.00","$80.00"
"FB","Total Waste Oil Collected (lbs)","200.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Squid Lips - Melbourne: 01/31/2026 03:26am | Performed"
"FF","50 Pound Filter f4, 50 Pound Filter f5, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound Filter f3","1","Charge: $80.00","$80.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$80.00"
"Stetson University: 01/03/2026 12:00am | Performed"
"FF","50 Pound Clean Only f5, 50 Pound Clean Only f6, 50 Pound Filter f1, 50 Pound Filter f2, 50 Pound No Service f3, 50 Pound No Service f4","1","Charge: $150.00","$150.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 01/10/2026 12:00am | Performed"
"FF","50 Pound Dump f3, 50 Pound Filter f1, 50 Pound Dump f4, 50 Pound Filter f2, 50 Pound No Service f5, 50 Pound No Service f6","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","80.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 01/13/2026 12:00am | Performed"
"FF","50 Pound Dump f2, 50 Pound Filter f5, 50 Pound Dump f3, 50 Pound Dump f4, 50 Pound Dump f1, 50 Pound Filter f6","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","160.00 lb","$0.00 per gallon","$0.00"
"FG","Oil Sold to Customer (gals)","0.00","$0.00 per gals","$0.00"
"Price Adjustment (+/-)","Price Adjustment","","","+$0.00"
"","","","Total","$150.00"
"Stetson University: 01/17/2026 12:00am | Performed"
"FF","50 Pound Dump f1, 50 Pound Dump f3, 50 Pound Dump f5, 50 Pound Dump f4, 50 Pound Dump f6, 50 Pound Dump f2","1","Charge: $150.00","$150.00"
"FB","Total Waste Oil Collected (lbs)","240.00 lb","$0.00 per gallon","$0.00"
